,nl_command,ltl,map_name,result,eq
1470,visit AA Travel,F aa_travel,Seattle,"error:['F', 'lm(', 'lm(', 'Travel']",False
1471,visit Asia Condo,F asia_condo,Seattle,"error:['F', 'lm(', 'lm(', 'Condo']",False
1472,reach Fortuna Cafe,F fortuna_cafe,Seattle,F fortuna_cafe,True
1473,reach Great State Burger - Chinatown,F great_state_burger_-_chinatown,Seattle,"error:['F', 'lm(', 'lm(', 'Chinatown', ')lm', 'F', 'lm(', 'Chinatown', ')lm']",False
1474,"eventually you must go to Kenneth Hong, MD","F kenneth_hong,_md",Seattle,"error:['F', 'lm(', 'lm(', 'Hong,']",False
1475,eventually you must go to Ambrosia,F ambrosia,Seattle,"error:['F', 'U', 'lm(', 'Ambrosia']",False
1476,move to Amasia Acupuncture Massage Herbs Center,F amasia_acupuncture_massage_herbs_center,Seattle,& F seattle_gospel_center )lm fortuna_cafe lm( seattle_gospel_center,False
1477,move to Asia Condo,F asia_condo,Seattle,"error:['F', 'lm(', 'lm(', 'Condo']",False
1478,go to Paris Skin Care,F paris_skin_care,Seattle,"error:['&', 'lm(', 'lm(', 'Paris']",False
1479,go to Honey Court Seafood Restaurant,F honey_court_seafood_restaurant,Seattle,& F honey_court_seafood_restaurant,False
1480,navigate to H.I.S. International Tours,F h.i.s._international_tours,Seattle,F international_district/chinatown,False
1481,navigate to Pacific Herb & Grocery,F pacific_herb_&_grocery,Seattle,& F pacific_herb_&_grocery,False
1482,find Baba Mama,F baba_mama,Seattle,F baba_mama,True
1483,find Pink Gorilla Import & Retro Gaming,F pink_gorilla_import_&_retro_gaming,Seattle,"error:['&', 'F', 'lm(', 'lm(', '&', ')lm', ')lm', 'lm(', 'lm(', 'lm(', 'lm(']",False
1484,approach Baba Mama,F baba_mama,Seattle,"error:['F', 'lm(', 'Baba', 'Mama']",False
1485,approach AA Travel,F aa_travel,Seattle,"error:['F', 'lm(', 'AA', 'Travel']",False
1486,stop by goPoké,F gopoké,Seattle,"error:['F', 'lm(', 'goPoké']",False
1487,stop by Northwest Kung Fu Fitness Studios,F northwest_kung_fu_fitness_studios,Seattle,& F eastern_hotel,False
1488,please go to Eastern Hotel,F eastern_hotel,Seattle,"error:['F', 'lm(', 'lm(', 'Eastern']",False
1489,please go to Northwest Kung Fu Fitness Studios,F northwest_kung_fu_fitness_studios,Seattle,& F eastern_hotel,False
1490,travel to Sand Dragon,F sand_dragon,Seattle,"error:['F', 'lm(', 'lm(', 'Sand']",False
1491,travel to Paris Skin Care,F paris_skin_care,Seattle,"error:['F', 'lm(', 'lm(', 'Paris', 'Care']",False
1492,stop at Canton Wonton House,F canton_wonton_house,Seattle,"error:['G', 'F', 'lm(', 'Canton', 'House']",False
1493,stop at Deng's Studio And Art Gallery,F deng's_studio_and_art_gallery,Seattle,& F deng's_studio_and_art_gallery,False
1494,make your way to Tai Tung Restaurant,F tai_tung_restaurant,Seattle,"error:['&', 'lm(', 'lm(', 'Tai', 'Restaurant', ')lm']",False
1495,make your way to Realhome Network,F realhome_network,Seattle,"error:['F', 'lm(', 'lm(', 'Realhome']",False
1496,make sure you visit Deng's Studio And Art Gallery at least once,F deng's_studio_and_art_gallery,Seattle,& F hair_to_you,False
1497,make sure you visit goPoké at least once,F gopoké,Seattle,G U !,False
1498,walk to Great State Burger - Chinatown,F great_state_burger_-_chinatown,Seattle,"error:['F', 'lm(', 'lm(', 'Chinatown', ')lm', 'F', 'lm(', 'Chinatown', ')lm']",False
