Utterance,Ground truth,Output,Correct
"go to Big 5 Sporting Goods store, exactly three times",{'Big 5 Sporting Goods store'},{'Big 5 Sporting Goods store'},True
"visit Hairdresser shop, at least twice",{'Hairdresser shop'},{'Hairdresser shop'},True
"go to Neris Filipino restaurant, and only go to Bongchu restaurant, only after Neris Filipino restaurant, is visited and then go to Indonesian consulate, only after Neris Filipino restaurant, and Bongchu restaurant, are both visited and then go to Korean restaurant on West 6th Street, only after Neris Filipino restaurant, Bongchu restaurant, and Indonesian consulate, are all visited and then go to Big 5 Sporting Goods store, only after Neris Filipino restaurant, Bongchu restaurant, Indonesian consulate, and Korean restaurant on West 6th Street, are all visited","{'Bongchu restaurant', 'Neris Filipino restaurant', 'Indonesian consulate', 'Korean restaurant on West 6th Street', 'Big 5 Sporting Goods store'}","{'Bongchu restaurant', 'Neris Filipino restaurant', 'Korean restaurant on West 6th Street', 'Big 5 Sporting Goods store', 'Indonesian consulate'}",True
"keep visiting Zan ResPub restaurant, and Beauty shop named Hair News, forever","{'Zan ResPub restaurant', 'Beauty shop named Hair News'}","{'Zan ResPub restaurant', 'Beauty shop named Hair News'}",True
"visit Foothill Transit, only once then eventually visit Crystal Spa on West 6th Street, only once then visit The Boiling Crab restaurant, in the future for one time followed by one visit to The Gaylord Apartments on Wilshire Boulevard, and after that Hairdresser","{'Crystal Spa on West 6th Street', 'Hairdresser', 'The Gaylord Apartments on Wilshire Boulevard', 'The Boiling Crab restaurant', 'Foothill Transit'}","{'The Gaylord Apartments on Wilshire Boulevard', 'The Boiling Crab restaurant', 'Crystal Spa on West 6th Street', 'Foothill Transit', 'Hairdresser'}",True
"you can not go to Neris Filipino Dining restaurant, Koko Pizza restaurant, Home Cafe, Robeks Juice cafe, or The Gaylord Apartments on Wilshire Boulevard","{'Robeks Juice cafe', 'Neris Filipino Dining restaurant', 'The Gaylord Apartments on Wilshire Boulevard', 'Home Cafe', 'Koko Pizza restaurant'}","{'The Gaylord Apartments on Wilshire Boulevard', 'Robeks Juice cafe', 'Koko Pizza restaurant', 'Neris Filipino Dining restaurant', 'Home Cafe'}",True
"do not go to Indonesian Consulate General, or Neris Filipino Dining restaurant","{'Neris Filipino Dining restaurant', 'Indonesian Consulate General'}","{'Neris Filipino Dining restaurant', 'Indonesian Consulate General'}",True
"go to Carl's Jr. burger fast food restaurant, but not through Metro, Home Cafe, California Design College, or Coffee Bean & Tea Leaf cafe, and then go to Metro, but not through Home Cafe, California Design College, or Coffee Bean & Tea Leaf cafe, and then go to Home Cafe, but not through California Design College, or Coffee Bean & Tea Leaf cafe, and then go to California Design College, but not through Coffee Bean & Tea Leaf cafe, and finally go to Coffee Bean & Tea Leaf cafe","{'California Design College', 'Metro', 'Home Cafe', ""Carl's Jr. burger fast food restaurant"", 'Coffee Bean & Tea Leaf cafe'}","{'California Design College', 'Metro', ""Carl's Jr. burger fast food restaurant"", 'Coffee Bean & Tea Leaf cafe', 'Home Cafe'}",True
"always keep away from Los Angeles County Metro station at Wilshire/Normandie, The Line building, Zan ResPub restaurant, and Korean BBQ restaurant","{'The Line building', 'Los Angeles County Metro station at Wilshire/Normandie', 'Zan ResPub restaurant', 'Korean BBQ restaurant'}","{'The Line building', 'Los Angeles County Metro station at Wilshire/Normandie', 'Zan ResPub restaurant', 'Korean BBQ restaurant'}",True
"your task is to go to Korean BBQ restaurant, three or more times",{'Korean BBQ restaurant'},{'Korean BBQ restaurant'},True
